23,0,360,640,320.0,191.5,navio,navio 0.62,0.62,1645144170.3002279
10,0,360,640,320.0,185.0,navio,navio 0.51,0.51,1645144171.9572718
16,0,360,640,320.0,188.0,navio,navio 0.44,0.44,1645144173.539492
17,0,360,640,320.0,188.5,navio,navio 0.56,0.56,1645144175.2844756
32,0,360,640,320.0,196.0,navio,navio 0.60,0.60,1645144176.8845437
44,0,360,640,320.0,202.0,navio,navio 0.60,0.60,1645144178.7655714
26,0,360,640,320.0,193.0,navio,navio 0.62,0.62,1645144180.5814648
1,0,360,640,320.0,180.5,navio,navio 0.56,0.56,1645144182.501794
0,72,360,575,323.5,180.0,navio,navio 0.40,0.40,1645144184.1315808
154,344,286,426,385.0,220.0,popa,popa 0.36,0.36,1645144204.4724398
154,344,286,426,385.0,220.0,proa,proa 0.40,0.40,1645144204.4725058
